TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON
UTEP,CUSA,32,21,106.2,98.9,0.6937,50.6,44.5,20.2,17.4,32.2,32.9,52.7,37.8,51.2,43.9,32.6,30.5,64.7,-2.7,DNC
UTSA,CUSA,27,6,100.8,113.9,0.1971,47.9,54.9,23.2,17.1,34.5,33.1,51.5,44.0,46.6,54.3,33.4,37.3,68.6,-14.9,DNC
Valparaiso,Horz,31,15,102.5,103.2,0.4797,51.4,46.1,22.6,16.1,32.7,31.1,45.8,43.9,50.7,43.8,35.0,34.1,65.4,-8.6,DNC
Vanderbilt,SEC,31,15,103.6,97.9,0.6572,49.1,45.7,20.6,16.5,29.9,34.6,41.2,35.3,49.8,45.8,31.9,30.4,63.9,-4.6,DNC
Vermont,AE,31,20,107.1,100.3,0.682,52.2,45.5,18.2,20.1,33.1,27.8,46.0,40.2,49.7,44.0,39.0,32.5,64.0,-4.1,DNC
Virginia Tech,ACC,31,9,100.0,99.0,0.5296,47.1,47.0,19.7,13.0,31.7,29.5,38.1,33.5,43.1,45.6,36.1,32.6,64.5,-10.1,DNC
VMI,BSth,31,18,107.3,110.1,0.4271,49.9,49.9,13.6,15.6,31.3,32.9,34.5,36.8,51.2,49.4,31.8,34.0,75.1,-8.0,DNC
Wagner,NEC,29,17,97.3,100.1,0.42,46.2,44.3,18.1,18.9,34.4,31.7,37.0,44.2,44.9,43.9,33.1,30.1,68.3,-7.6,DNC
Wake Forest,ACC,33,17,106.7,101.2,0.6484,49.8,47.5,18.4,16.8,30.2,33.8,50.1,39.0,50.0,47.7,32.9,31.4,68.2,-2.6,DNC
Washington,P12,32,17,111.2,104.2,0.6788,49.6,51.8,16.5,16.3,32.2,29.2,37.1,41.4,49.1,53.3,33.9,31.8,68.8,-3.6,DNC
Washington St.,P12,30,9,101.1,102.6,0.4564,46.9,51.5,18.0,17.5,27.7,27.9,37.2,44.7,45.2,49.6,32.7,36.9,62.3,-9.3,DNC
West Virginia,B12,33,17,115.2,101.8,0.8058,50.4,50.6,14.2,18.5,32.4,32.5,39.1,41.6,46.9,50.0,38.1,34.5,68.2,-1.8,DNC
Western Carolina,SC,31,16,102.5,110.0,0.3062,48.2,50.5,17.8,19.8,35.4,32.7,36.8,58.0,46.1,50.8,34.9,33.2,67.7,-9.9,DNC
Western Illinois,Sum,27,7,93.9,103.1,0.2545,49.1,48.6,21.6,18.7,24.9,28.6,38.9,47.1,48.3,46.9,34.0,34.8,62.6,-14.4,DNC
Western Kentucky,SB,31,19,101.0,101.6,0.4829,47.6,48.5,20.2,18.9,34.3,28.1,41.9,43.1,45.8,46.8,33.5,35.0,66.0,-5.4,DNC
William & Mary,CAA,30,19,112.8,112.1,0.5198,56.2,52.2,16.1,15.8,24.3,30.8,39.6,29.3,53.0,50.5,40.4,37.1,65.1,-5.3,DNC
Winthrop,BSth,30,17,103.2,108.9,0.3487,50.9,52.5,18.6,19.9,28.9,30.0,41.0,45.1,46.2,51.5,39.3,36.4,66.2,-8.2,DNC
Wright St.,Horz,34,19,99.5,97.3,0.5647,51.2,48.6,20.3,23.6,23.5,29.0,43.0,45.0,49.3,48.2,36.5,33.0,65.2,-8.1,DNC
Wyoming,MWC,31,16,104.9,99.9,0.6368,52.7,46.2,16.9,16.6,18.1,31.6,45.6,32.8,53.0,45.6,34.9,31.6,61.1,-5.7,DNC
Youngstown St.,Horz,29,12,107.0,108.4,0.4626,52.2,52.2,16.1,18.6,25.0,30.5,40.0,41.2,52.3,51.7,34.7,35.5,68.0,-10.3,DNC
